,car_full_nm,horsepower_bhp,rpm_horsepower_measure_point,torque_lb_ft,rpm_torque_measure_point,car_0_60_time_seconds,engine_size_cc,engine_size_ci,top_speed_mph,top_speed_kph,horsepower_per_ton_bhp,year,decade,make_nm,car_weight_tons,torque_per_ton
147,Lamborghini Diablo VT 6.0L V12 - [2000],543,7100,457.0,5500.0,3.9,5992.0,365.6,208.0,334.0,334.1,2000,2000s,Lamborghini,1.6252618976354398,281.185451197053
148,Jaguar XK R-S 5.0 V8 - [2011],542,6500,502.0,3500.0,4.2,5000.0,305.1,186.0,299.0,309.1,2011,2010s,Jaguar,1.7534778388870902,286.288191881919
149,Jaguar XF R-S 5.0 V8 - [2012],542,6500,502.0,2500.0,4.4,5000.0,305.1,186.0,299.0,286.6,2012,2010s,Jaguar,1.8911374738311202,265.448708487085
150,Audi R8 Plus 5.2 V10 - [2012],542,8000,398.0,6500.0,3.6,5204.0,317.5,198.0,318.0,329.4,2012,2010s,Audi,1.64541590771099,241.884132841328
151,Nissan Skyline GTR R35 - [2012],542,6400,466.0,3200.0,2.9,3799.0,231.8,197.0,317.0,313.2,2012,2010s,Nissan,1.73052362707535,269.282656826568
152,Lamborghini Gallardo LP550-2 Spyder - [2011],542,8000,398.0,6500.0,4.1,5204.0,317.5,198.0,318.0,356.5,2011,2010s,Lamborghini,1.5203366058906,261.784132841328
153,Porsche Cayenne 4.8 V8 Turbo S - [2013],542,6000,553.0,2250.0,4.3,4806.0,293.2,176.0,283.0,244.6,2013,2010s,Porsche,2.21586263286999,249.564206642066
154,Porsche Panamera 4.8 V8 Turbo S - [2011],542,6000,590.0,2500.0,3.7,4806.0,293.2,190.0,305.0,271.6,2011,2010s,Porsche,1.99558173784978,295.653136531365
155,Jaguar XK R-S GT 5.0 V8 - [2013],542,6500,502.0,3500.0,3.9,5000.0,305.1,186.0,299.0,328.4,2013,2010s,Jaguar,1.6504263093788099,304.163837638376
156,Audi R8 Plus S-Tronic 5.2 V10 - [2012],542,8000,398.0,6500.0,3.5,5204.0,317.5,197.0,317.0,324.5,2012,2010s,Audi,1.6702619414483797,238.28597785977902
157,BMW 7 Series 760 Li - [2012],537,5250,553.0,1500.0,4.5,5972.0,364.4,155.0,249.0,238.6,2012,2010s,BMW,2.25062866722548,245.709124767225
158,Ferrari 612 Scaglietti F1 - [2004],533,7250,434.0,5250.0,4.3,5748.0,350.7,199.0,320.0,289.6,2004,2000s,Ferrari,1.8404696132596698,235.80938086303902
159,Bentley Brooklands 2d - [2007],530,4000,774.0,3250.0,0.0,6761.0,412.5,184.0,296.0,199.6,2007,2000s,Bentley,2.65531062124249,291.491320754717
160,Porsche 911 GT2 997 - [2007],530,6500,502.0,2200.0,3.4,3600.0,219.6,204.0,328.0,356.6,2007,2000s,Porsche,1.48625911385306,337.760754716981
161,Mercedes SL Class 63 AMG V8 - [2012],530,5500,590.0,2000.0,4.2,5461.0,333.2,155.0,249.0,287.2,2012,2010s,Mercedes,1.84540389972145,319.71320754717004
162,Bentley Mulsanne 6.8 V8 Turbo - [1983],528,4600,450.0,2450.0,0.0,6750.0,411.9,135.0,217.0,234.6,1983,1980s,Bentley,2.2506393861892597,199.94318181818198
163,Maserati Quattroporte 3.8 V8 - [2012],523,6500,524.0,2250.0,4.5,3799.0,231.8,191.0,307.0,264.8,2012,2010s,Maserati,1.9750755287009099,265.30630975143396
164,Porsche 911 Turbo S 997 - [2010],523,6250,516.0,2100.0,3.1,3800.0,231.8,196.0,315.0,329.9,2010,2010s,Porsche,1.58532888754168,325.484512428298
165,Lamborghini Gallardo 5.0 V10 Superleggera - [2007],522,8000,376.0,4250.0,3.8,4961.0,302.7,196.0,315.0,367.6,2007,2000s,Lamborghini,1.4200217627856397,264.78467432950197
166,Bentley Continental V8 S - [2013],521,6000,502.0,1700.0,4.3,3993.0,243.6,192.0,308.0,227.0,2013,2010s,Bentley,2.29515418502203,218.721689059501
167,Ferrari F50 4.7 V12 - [1995],520,8000,347.0,6500.0,3.7,4698.0,286.6,202.0,325.0,422.7,1995,1990s,Ferrari,1.23018689377809,282.070961538462
168,Audi A8 S8 4.0 V8 Turbo - [2012],520,6000,479.0,1700.0,4.0,3993.0,243.6,155.0,249.0,263.2,2012,2010s,Audi,1.97568389057751,242.447692307692
169,Lamborghini Diablo SE 5.7 V12 - [1994],520,7100,428.0,5900.0,4.0,5707.0,348.2,210.0,337.0,359.3,1994,1990s,Lamborghini,1.44725855830782,295.73153846153804
170,Audi R8 5.2 FSI Quattro V10 - [2009],518,8000,391.0,6500.0,3.9,5204.0,317.5,196.0,315.0,319.7,2009,2000s,Audi,1.62026900218955,241.317953667954
171,Mercedes S Class 63 AMG - [2006],518,6800,465.0,5200.0,4.5,6208.0,378.8,155.0,249.0,250.2,2006,2000s,Mercedes,2.07034372501998,224.600386100386
172,Mercedes CLS Class 63 AMG Shooting Brake - [2012],518,5250,516.0,1750.0,4.3,5461.0,333.2,155.0,249.0,264.9,2012,2010s,Mercedes,1.95545488863722,263.87722007722
173,Audi R8 Spyder 5.2L V10 - [2009],518,8000,391.0,6500.0,4.0,5204.0,317.5,194.0,312.0,300.2,2009,2000s,Audi,1.7255163224517,226.59884169884202
174,Audi R8 5.2 V10 Spyder - [2012],518,8000,391.0,6500.0,3.5,5204.0,317.5,193.0,310.0,284.6,2012,2010s,Audi,1.82009838369642,214.82355212355202
175,Mercedes SL Class 63 AMG V8 R230 - [2008],518,6800,465.0,5200.0,4.5,6208.0,378.8,155.0,249.0,262.9,2008,2000s,Mercedes,1.9703309243058202,236.000965250965
176,Mercedes S Class 63 L AMG - [2009],518,6800,465.0,5200.0,4.5,6208.0,378.8,155.0,249.0,242.0,2009,2000s,Mercedes,2.1404958677686,217.23938223938202
177,Mercedes SL Class 73 AMG V12 R129 - [1999],517,5500,553.0,4000.0,0.0,7291.0,444.9,155.0,249.0,252.1,1999,1990s,Mercedes,2.0507735025783402,269.654352030948
178,Porsche Cayenne Turbo S - [2006],514,5500,531.0,2750.0,0.0,4511.0,275.2,168.0,270.0,218.2,2006,2000s,Porsche,2.35563703024748,225.41673151751
179,Lamborghini Gallardo 5.0 V10 - [2003],513,7800,376.0,4500.0,4.3,4961.0,302.7,196.0,315.0,337.5,2003,2000s,Lamborghini,1.52,247.368421052632
180,Lamborghini Gallardo 5.0 V10 Spyder - [2005],513,8000,376.0,4250.0,4.2,4961.0,302.7,195.0,313.0,326.7,2005,2000s,Lamborghini,1.5702479338843,239.45263157894698
181,Audi A8 S8 4.0 V8 Turbo - [2011],513,5800,479.0,1700.0,4.2,3993.0,243.6,155.0,249.0,250.2,2011,2010s,Audi,2.05035971223022,233.617543859649
182,Porsche 911 Turbo 991 - [2013],513,6000,487.0,1950.0,3.4,3800.0,231.8,196.0,315.0,307.1,2013,2010s,Porsche,1.67046564636926,291.535477582846
183,Porsche Panamera Turbo 4.8 V8 - [2013],512,6000,516.0,2250.0,4.0,4806.0,293.2,190.0,305.0,259.8,2013,2010s,Porsche,1.9707467282525,261.8296875
184,Audi A8 S8 4.0 V8 Turbo - [2013],512,5800,479.0,1700.0,4.0,3993.0,243.6,155.0,249.0,247.9,2013,2010s,Audi,2.06534893102057,231.9220703125
185,Aston-Martin DBS V12 2d - [2007],510,6500,420.0,5750.0,4.2,5935.0,362.1,191.0,307.0,300.8,2007,2000s,Aston-Martin,1.69547872340426,247.717647058824
186,Aston-Martin Vantage V12 Zagato - [2012],510,6500,420.0,5750.0,4.1,5935.0,362.1,190.0,305.0,303.5,2012,2010s,Aston-Martin,1.6803953871499198,249.941176470588
187,Aston-Martin Vantage V12 Roadster - [2012],510,6500,420.0,5750.0,4.4,5935.0,362.1,190.0,305.0,289.7,2012,2010s,Aston-Martin,1.76044183638246,238.57647058823503
188,Aston-Martin DB9 5.9 V12 - [2012],510,6500,457.0,5500.0,4.5,5935.0,362.1,183.0,294.0,285.7,2012,2010s,Aston-Martin,1.78508925446272,256.009607843137
189,Mercedes C Class 63 AMG Coupe Black Series - [2011],510,6800,457.0,5200.0,4.2,6208.0,378.8,186.0,299.0,298.2,2011,2010s,Mercedes,1.7102615694165,267.210588235294
190,Ferrari 575 M Fiorano - [2002],508,7250,434.0,5250.0,4.2,5748.0,350.7,202.0,325.0,293.6,2002,2000s,Ferrari,1.73024523160763,250.831496062992
191,Jaguar XJ 220 - [1991],507,7200,472.0,4500.0,3.6,3498.0,213.4,220.0,354.0,325.0,1991,1990s,Jaguar,1.56,302.564102564103
192,Mercedes CLS Class 63 AMG - [2006],507,6100,465.0,2650.0,4.4,6208.0,378.8,155.0,249.0,266.1,2006,2000s,Mercedes,1.90529875986471,244.056213017752
193,Chevrolet Corvette Z06 - [2006],505,6300,470.0,4800.0,3.7,7011.0,427.8,198.0,318.0,355.6,2006,2000s,Chevrolet,1.42013498312711,330.954455445545
194,Mercedes CL Class 600 Coupe Bi Turbo - [2006],505,6000,612.0,1900.0,4.5,5513.0,336.4,155.0,249.0,231.1,2006,2000s,Mercedes,2.18520121159671,280.065742574257
195,Bentley Mulsanne 6.8 V8 Twin Turbo - [2009],505,1750,752.0,1800.0,0.0,6750.0,411.9,184.0,296.0,195.3,2009,2000s,Bentley,2.5857654889912998,290.82297029703
196,Ferrari 430 Scuderia - [2007],503,8500,347.0,5250.0,3.5,4308.0,262.8,198.0,318.0,372.5,2007,2000s,Ferrari,1.3503355704698,256.973161033797
197,Jaguar XF R 5.0 V8 Supercharged - [2009],503,6500,461.0,5500.0,4.7,5000.0,305.1,155.0,249.0,265.9,2009,2000s,Jaguar,1.8916886047386203,243.697614314115
198,Jaguar XK R 5.0 Supercharged - [2009],503,6000,461.0,2500.0,4.6,5000.0,305.1,155.0,249.0,286.9,2009,2000s,Jaguar,1.75322411990241,262.944135188867
199,Jaguar XJ V8 SuperSport - [2009],503,6000,461.0,2500.0,4.7,5000.0,305.1,155.0,249.0,265.8,2009,2000s,Jaguar,1.8924003009781798,243.605964214712
200,Land-Rover Range Rover Sport 5.0 V8 Supercharged - [2012],503,6000,461.0,2500.0,0.0,5000.0,305.1,140.0,225.0,194.2,2012,2010s,Land-Rover,2.5901132852729103,177.984493041749
201,Holden HSV GTS Supercharger - [2002],502,6050,457.0,5100.0,4.5,5665.0,345.7,180.0,289.0,279.0,2002,2000s,Holden,1.79928315412186,253.99003984063702
202,Ascari KZ1 5.0 V8 - [2003],500,7000,368.0,4500.0,4.1,4941.0,301.5,200.0,321.0,400.0,2003,2000s,Ascari,1.25,294.4
203,Audi R8 6.0 Quattro V12 TDI - [2009],500,4500,737.0,3000.0,4.2,5934.0,362.1,186.0,299.0,285.7,2009,2000s,Audi,1.75008750437522,421.1218
204,Bentley Arnage T 6.8 V8 4d Auto - [2006],500,4200,737.0,3200.0,0.0,6761.0,412.5,179.0,288.0,193.4,2006,2000s,Bentley,2.58531540847983,285.0716
205,BMW Alpina B5 V8 Switchtronic E60 - [2006],500,0,516.0,0.0,4.7,4398.0,268.3,195.0,313.0,290.6,2006,2000s,BMW,1.7205781142463898,299.8992
206,BMW Alpina B7 V8 Tiptronic E65 - [2006],500,5500,516.0,4250.0,0.0,4398.0,268.3,186.0,299.0,256.4,2006,2000s,BMW,1.95007800312013,264.6048
207,BMW 5 Series M5 V10 4d SMG E60 - [2004],500,7750,384.0,6100.0,4.7,4999.0,305.0,155.0,249.0,273.2,2004,2000s,BMW,1.83016105417277,209.8176
208,BMW 6 Series M6 Convertible 2d SMG E64 - [2005],500,7750,383.0,6100.0,0.0,4999.0,305.0,155.0,249.0,259.0,2005,2000s,BMW,1.9305019305019298,198.394
209,Ford Mustang Shelby GT500 - [2006],500,6000,480.0,4500.0,4.0,5409.0,330.0,170.0,273.0,281.2,2006,2000s,Ford,1.7780938833570399,269.952
210,Wiesmann GT MF5 - [2009],500,7750,383.0,6100.0,3.9,4999.0,305.0,193.0,310.0,362.3,2009,2000s,Wiesmann,1.38007176373171,277.5218
211,Audi Q7 6.0 V12 TDi Quattro - [2008],500,3750,738.0,1750.0,0.0,5934.0,362.1,155.0,249.0,191.9,2008,2000s,Audi,2.60552371026576,283.2444
212,Audi A8 6.3 W12 L - [2012],500,6200,461.0,4750.0,4.4,6299.0,384.3,155.0,249.0,243.3,2012,2010s,Audi,2.0550760378134,224.3226
213,Bentley Continental GT V8 - [2012],500,6000,487.0,1700.0,4.6,3883.0,236.9,188.0,302.0,217.8,2012,2010s,Bentley,2.29568411386593,212.1372
214,Mercedes CLK 63 AMG Black Series - [2007],500,6800,465.0,5250.0,4.1,6208.0,378.8,186.0,299.0,284.0,2007,2000s,Mercedes,1.76056338028169,264.12
215,Dodge Viper SRT-10 8.3 V10 - [2005],500,5600,525.0,4200.0,4.0,8285.0,505.5,190.0,305.0,323.4,2005,2000s,Dodge,1.5460729746444,339.57
216,Bentley Azure T 6.8 V8 - [2008],500,4200,738.0,3200.0,0.0,6761.0,412.5,179.0,288.0,185.5,2008,2000s,Bentley,2.69541778975741,273.798
217,Mercedes C Class 63 AMG Edition 507 - [2013],500,6800,450.0,5200.0,4.2,6208.0,378.8,174.0,280.0,289.0,2013,2010s,Mercedes,1.73010380622837,260.1
218,Mercedes C Class 63 AMG Edition 507 Estate - [2013],500,6800,450.0,5200.0,4.3,6208.0,378.8,174.0,280.0,278.5,2013,2010s,Mercedes,1.7953321364452401,250.65
219,Mercedes C Class 63 AMG Edition 507 Coupe - [2013],500,6800,450.0,5200.0,4.2,6208.0,378.8,174.0,280.0,289.0,2013,2010s,Mercedes,1.73010380622837,260.1
220,Dodge Viper SRT-10 8.3 V10 - [2003],500,5600,525.0,4200.0,4.0,8285.0,505.5,195.0,313.0,328.2,2003,2000s,Dodge,1.52346130408288,344.61
221,Bentley Continental Flying Spur V8 - [2014],500,6000,487.0,1750.0,0.0,3993.0,243.6,183.0,294.0,206.1,2014,2010s,Bentley,2.4260067928190203,200.7414
222,Caterham 7 RST-V8 Levante - [2008],500,10000,300.0,8500.0,2.9,2400.0,146.4,150.0,241.0,961.5,2008,2000s,Caterham,0.520020800832033,576.9
223,Porsche Cayenne 4.8 Turbo - [2007],494,6000,516.0,2250.0,4.7,4806.0,293.2,171.0,275.0,209.7,2007,2000s,Porsche,2.35574630424416,219.03886639676102
224,Porsche Panamera 4.8 V8 Turbo PDK - [2009],493,6000,516.0,2250.0,4.2,4806.0,293.2,188.0,302.0,250.2,2009,2000s,Porsche,1.9704236610711399,261.87261663286
225,Porsche 911 GT3 4.0 997 - [2011],493,8250,339.0,5750.0,3.8,3996.0,243.8,193.0,310.0,343.5,2011,2010s,Porsche,1.43522561863173,236.199797160243
226,Porsche 911 Turbo 997 - [2009],493,6000,479.0,1950.0,3.6,3800.0,231.8,194.0,312.0,309.0,2009,2000s,Porsche,1.5954692556634298,300.225152129817
227,Fisker Tramonto 5.4 V8 - [2005],493,6100,516.0,2750.0,4.5,5439.0,331.9,155.0,249.0,258.5,2005,2000s,Fisker,1.90715667311412,270.559837728195
228,Lamborghini Diablo VT 5.7 V12 - [1993],492,7000,428.0,5200.0,0.0,5707.0,348.2,203.0,326.0,302.7,1993,1990s,Lamborghini,1.6253716551040602,263.32439024390203
229,Jaguar F Type 5.0L V8 S Cabriolet - [2012],488,6500,461.0,2500.0,4.2,5000.0,305.1,186.0,299.0,293.0,2012,2010s,Jaguar,1.66552901023891,276.78893442622996
230,Ferrari 550 Maranello - [1997],485,7000,415.0,5000.0,4.3,5474.0,334.0,199.0,320.0,282.6,1997,1990s,Ferrari,1.7162066525123798,241.812371134021
231,Ferrari F430 4.3 V8 - [2004],483,8500,343.0,5250.0,3.9,4308.0,262.8,196.0,315.0,336.5,2004,2000s,Ferrari,1.43536404160475,238.963768115942
232,Ferrari F430 4.3 V8 Spider - [2005],483,8500,343.0,5250.0,4.1,4308.0,262.8,193.0,310.0,320.9,2005,2000s,Ferrari,1.50514178871923,227.885507246377
233,Ferrari California 30 F1 4.3l V8 - [2012],483,7750,372.0,5000.0,3.8,4297.0,262.2,193.0,310.0,278.3,2012,2010s,Ferrari,1.7355371900826397,214.342857142857
234,Caparo T1 2.4 V8 - [2006],480,10500,311.0,9000.0,2.5,2408.0,146.9,200.0,321.0,1021.2,2006,2000s,Caparo,0.47003525264394797,661.6525
235,Nissan Skyline GT-R Spec V - [2009],478,6400,447.0,5000.0,3.4,3799.0,231.8,193.0,310.0,267.0,2009,2000s,Nissan,1.7902621722846397,249.68410041841
236,Ferrari F40 2.9 V8 - [1987],477,7000,426.0,4000.0,3.8,2936.0,179.1,201.0,323.0,433.6,1987,1980s,Ferrari,1.10009225092251,387.24025157232694
237,Mercedes CLS Class 55 AMG - [2006],476,6100,516.0,2650.0,4.5,5439.0,331.9,155.0,249.0,247.9,2006,2000s,Mercedes,1.92012908430819,268.731932773109
238,Porsche 911 GT2 996 - [2004],475,5700,457.0,3500.0,4.0,3600.0,219.6,198.0,318.0,334.5,2004,2000s,Porsche,1.4200298953662198,321.824210526316
239,Ariel Atom V8 500 - [2008],475,10500,284.0,7750.0,2.3,3000.0,183.0,170.0,273.0,863.6,2008,2000s,Ariel,0.5500231588698471,516.3418947368419
240,Mercedes CLK 63 AMG - [2006],474,6800,465.0,5000.0,4.5,6208.0,378.8,155.0,249.0,270.0,2006,2000s,Mercedes,1.75555555555556,264.873417721519
241,Nissan Skyline R35 GTR - [2007],473,6400,433.0,3200.0,3.5,3800.0,231.8,192.0,308.0,271.8,2007,2000s,Nissan,1.74025018395879,248.814799154334
242,Audi A6 RS6 Avant Plus 4.2L V8 Twin Turbo - [2004],473,6000,413.0,1950.0,0.0,4172.0,254.5,174.0,280.0,251.5,2004,2000s,Audi,1.8807157057654098,219.597251585624
243,Porsche 911 Turbo 997 - [2006],472,6000,457.0,1950.0,4.0,3600.0,219.6,193.0,310.0,297.7,2006,2000s,Porsche,1.5854887470608001,288.23919491525396
244,Aston-Martin Rapide 6.0 V12 - [2009],470,6000,443.0,5000.0,0.0,5935.0,362.1,188.0,302.0,241.0,2009,2000s,Aston-Martin,1.95020746887967,227.155319148936
245,Lotus Evora GTE 3.5 V6 - [2012],470,7500,369.0,4500.0,3.8,3456.0,210.8,170.0,273.0,368.3,2012,2010s,Lotus,1.27613358674993,289.154680851064
246,Jeep Grand Cherokee 6.4 V8 SRT8 - [2012],470,6000,465.0,4300.0,0.0,6410.0,391.1,155.0,249.0,201.1,2012,2010s,Jeep,2.3371456986573795,198.960638297872
247,Dodge Challenger SRT-8 6.4 V8 392 - [2010],470,6000,470.0,4200.0,4.2,6410.0,391.1,167.0,268.0,248.5,2010,2010s,Dodge,1.89134808853119,248.5
248,Mercedes E Class 55K AMG - [2003],469,6100,516.0,2650.0,4.5,5439.0,331.9,155.0,249.0,266.4,2003,2000s,Mercedes,1.7605105105105099,293.096801705757
249,Porsche 911 Ruf CTR Yellow Bird - [1987],469,5950,408.0,5100.0,4.1,3366.0,205.4,211.0,339.0,340.1,1987,1980s,Porsche,1.37900617465451,295.86524520255904
250,Mercedes G Class G 55 AMG Kompressor - [2006],469,6200,516.0,2650.0,0.0,5439.0,331.9,130.0,209.0,183.9,2006,2000s,Mercedes,2.55029907558456,202.32921108742
251,Mercedes SL Class 55 AMG V8 R230 - [2001],469,6100,516.0,2650.0,4.7,5439.0,331.9,155.0,249.0,239.8,2001,2000s,Mercedes,1.9557964970808999,263.831130063966
252,Porsche 911 GT3 3.8 991 - [2013],468,8250,325.0,6250.0,3.5,3800.0,231.8,196.0,315.0,327.2,2013,2010s,Porsche,1.43031784841076,227.22222222222197
253,Dodge Coronet Hardtop R/T 7.0L V8 426 - [1968],461,5000,490.0,4000.0,0.0,6974.0,425.5,118.0,189.0,258.2,1968,1960s,Dodge,1.78543764523625,274.44251626898
254,Porsche 911 GT2 996 - [2000],459,5700,457.0,3500.0,3.6,3600.0,219.6,196.0,315.0,318.7,2000,2000s,Porsche,1.4402259177910302,317.311328976035
255,Ferrari California 4.3 V8 - [2008],453,7750,358.0,5000.0,3.9,4287.0,261.6,193.0,310.0,261.0,2008,2000s,Ferrari,1.73563218390805,206.26490066225202
256,Rolls-Royce Phantom Saloon 4d - [2003],453,5350,531.0,3500.0,0.0,6750.0,411.9,149.0,239.0,182.2,2003,2000s,Rolls-Royce,2.48627881448957,213.57218543046397
257,Rolls-Royce Phantom Series 2 - [2012],453,5350,531.0,3500.0,0.0,6749.0,411.8,149.0,239.0,176.9,2012,2010s,Rolls-Royce,2.5607687959298997,207.359602649007
258,Rolls-Royce Phantom Series II Drop-Head Coupe - [2012],453,5350,531.0,3500.0,0.0,6749.0,411.8,149.0,239.0,172.2,2012,2010s,Rolls-Royce,2.63066202090592,201.850331125828
259,Rolls-Royce Phantom Coupe 6.7 V12 - [2008],453,5350,531.0,3500.0,0.0,6749.0,411.8,155.0,249.0,174.9,2008,2000s,Rolls-Royce,2.5900514579759903,205.015231788079
260,Mercedes C Class 63 AMG - [2007],451,6800,443.0,5000.0,4.4,6208.0,378.8,155.0,249.0,260.6,2007,2000s,Mercedes,1.7306216423637801,255.97738359201801
261,Alfa-Romeo 8C Competitzione - [2008],450,7000,354.0,4750.0,4.2,4691.0,286.2,181.0,291.0,283.9,2008,2000s,Alfa-Romeo,1.5850651637900701,223.33466666666698
262,Aston-Martin DB9 V12 - [2003],450,6000,420.0,5000.0,0.0,5935.0,362.1,186.0,299.0,250.0,2003,2000s,Aston-Martin,1.8,233.333333333333
263,Aston-Martin Vanquish 5.9 V12 - [2000],450,6000,410.0,5000.0,4.4,5935.0,362.1,195.0,313.0,247.2,2000,2000s,Aston-Martin,1.82038834951456,225.22666666666697
264,Bentley Azure Continental Coupe Le Mans Series - [2005],450,4100,645.0,3250.0,0.0,6761.0,412.5,174.0,280.0,166.9,2005,2000s,Bentley,2.69622528460156,239.22333333333302
265,Dodge Viper GTS - [1996],450,5200,490.0,3700.0,4.0,7986.0,487.3,190.0,305.0,293.9,1996,1990s,Dodge,1.53113303844845,320.024444444444
266,Porsche 959 Turbo - [1987],450,6500,369.0,5000.0,3.7,2849.0,173.8,197.0,317.0,310.1,1987,1980s,Porsche,1.4511447920025802,254.282
267,Chevrolet El Camino SS 454 LS6 - [1970],450,5600,502.0,3600.0,0.0,7446.0,454.3,105.0,168.0,258.3,1970,1970s,Chevrolet,1.7421602787456398,288.14799999999997
268,Bentley Arnage R 6.8 V8 Twin Turbo - [2006],450,4100,645.0,1800.0,0.0,6761.0,412.5,168.0,270.0,174.0,2006,2000s,Bentley,2.58620689655172,249.4
269,Lamborghini Countach LP5000S QV - [1985],448,7000,369.0,5200.0,4.6,5167.0,315.3,185.0,297.0,300.6,1985,1980s,Lamborghini,1.4903526280771797,247.592410714286
270,Audi A6 RS6 4.2T Quattro V8 - [2002],444,5700,413.0,1950.0,0.0,4172.0,254.5,155.0,249.0,241.3,2002,2000s,Audi,1.8400331537505201,224.452477477477
271,Audi A8 S8 5.2 Quattro - [2005],444,7000,398.0,3500.0,0.0,5204.0,317.5,155.0,249.0,228.8,2005,2000s,Audi,1.94055944055944,205.095495495495
272,Audi A5 RS5 4.2 Quattro - [2010],444,8250,317.0,4000.0,4.5,4163.0,254.0,155.0,249.0,257.3,2010,2010s,Audi,1.7256121259230501,183.70292792792802
273,BMW 3 Series M3 E92 GTS - [2010],444,8300,325.0,3750.0,4.3,4361.0,266.1,193.0,310.0,276.6,2010,2010s,BMW,1.6052060737527098,202.466216216216
274,Porsche 911 Turbo S 993 - [1998],444,6000,431.0,4500.0,3.9,3600.0,219.6,184.0,296.0,296.0,1998,1990s,Porsche,1.5,287.33333333333303
275,Audi A4 RS4 Avant 4.2L V8 - [2012],444,8250,317.0,4000.0,4.6,4163.0,254.0,174.0,280.0,237.4,2012,2010s,Audi,1.87026116259478,169.495045045045
276,BMW 3 Series M3 CRT E90 - [2011],444,8300,325.0,3750.0,4.3,4361.0,266.1,180.0,289.0,268.2,2011,2010s,BMW,1.65548098434004,196.317567567568
277,Ford Mustang Boss 302 - [2010],444,7400,380.0,4500.0,3.9,4951.0,302.1,155.0,249.0,269.5,2010,2010s,Ford,1.6474953617810801,230.653153153153
278,Audi A6 RS6 Avant 4.2 V8 Twin Turbo - [2002],444,5700,413.0,1950.0,4.6,4172.0,254.5,155.0,249.0,238.0,2002,2000s,Audi,1.8655462184873899,221.382882882883
279,Audi A5 RS5 4.2 V8 Cabriolet - [2012],444,8250,317.0,4000.0,4.6,4163.0,254.0,155.0,249.0,240.0,2012,2010s,Audi,1.85,171.35135135135098
280,Volkswagen(VW) Touareg 6.0 W12 Sport - [2004],444,6000,443.0,3300.0,0.0,5998.0,366.0,155.0,249.0,174.6,2004,2000s,Volkswagen(VW),2.54295532646048,174.20675675675702
281,BMW 5 Series 550i - [2013],444,5500,479.0,2000.0,0.0,4395.0,268.2,155.0,249.0,233.0,2013,2010s,BMW,1.9055793991416299,251.367117117117
282,BMW X5 4.4 V8 XDrive50i - [2013],444,5500,479.0,2000.0,0.0,4395.0,268.2,155.0,249.0,197.3,2013,2010s,BMW,2.25038013177902,212.85292792792802
283,Alfa-Romeo 8C Competitzione Spider - [2008],444,7000,347.0,4750.0,4.3,4691.0,286.2,180.0,289.0,269.0,2008,2000s,Alfa-Romeo,1.65055762081784,210.231981981982
284,Alfa-Romeo Disco Volante 4.7 V8 - [2013],444,7000,347.0,4750.0,4.1,4691.0,286.2,181.0,291.0,277.5,2013,2010s,Alfa-Romeo,1.6,216.875
285,Porsche 911 Turbo S 996 - [2004],444,6000,457.0,2700.0,4.1,3600.0,219.6,191.0,307.0,266.6,2004,2000s,Porsche,1.66541635408852,274.40585585585603
286,BMW 5 Series 550i GT xDrive F07 - [2013],444,5500,479.0,2000.0,4.6,4395.0,268.2,155.0,249.0,200.4,2013,2010s,BMW,2.2155688622754504,216.19729729729698
287,BMW 5 Series 550i xDrive F10 - [2013],444,5500,479.0,2000.0,4.3,4395.0,268.2,155.0,249.0,227.1,2013,2010s,BMW,1.9550858652576,245.00202702702703
288,BMW 3 Series M3 Coupe Frozen Edition E92 - [2010],443,8400,310.0,3900.0,4.4,3999.0,244.0,155.0,249.0,264.4,2010,2010s,BMW,1.6754916792738301,185.020316027088
289,Ferrari 512 M - [1994],440,6750,368.0,5500.0,0.0,4942.0,301.5,196.0,315.0,302.4,1994,1990s,Ferrari,1.45502645502646,252.916363636364
290,Chevrolet Corvette 6.2 V8 2d - [2007],436,5900,428.0,4600.0,4.0,6162.0,376.0,190.0,305.0,291.4,2007,2000s,Chevrolet,1.49622512010981,286.053211009174
291,Ferrari 456 GT 5.5 V12 - [1992],436,6250,406.0,4500.0,0.0,5474.0,334.0,186.0,299.0,257.9,1992,1990s,Ferrari,1.6905777433113602,240.154587155963
292,Ferrari 465 M GT - [1998],435,6250,398.0,4500.0,0.0,5474.0,334.0,187.0,300.0,257.8,1998,1990s,Ferrari,1.68735453840186,235.872183908046
293,Ferrari 456 M GT 5.5 GT - [1998],435,6250,406.0,4500.0,0.0,5474.0,334.0,186.0,299.0,257.3,1998,1990s,Ferrari,1.69063350174893,240.146666666667
294,Porsche Panamera GTS 4.8 V8 - [2013],434,6700,384.0,3500.0,4.3,4806.0,293.2,179.0,288.0,225.4,2013,2010s,Porsche,1.92546583850932,199.432258064516
295,Maserati GranTurismo V8 S - [2008],433,7000,361.0,4750.0,0.0,4691.0,286.2,183.0,294.0,230.3,2008,2000s,Maserati,1.8801563178462901,192.005311778291
296,Maserati Quattroporte Sport GTS 4.7 V8 - [2009],433,700,361.0,4750.0,0.0,4691.0,286.2,177.0,284.0,217.5,2009,2000s,Maserati,1.99080459770115,181.333718244804
297,Chevrolet Camaro SS 6.2 V8 - [2008],431,5900,420.0,4600.0,0.0,6162.0,376.0,155.0,249.0,246.1,2008,2000s,Chevrolet,1.75132060138155,239.819025522042
